,ItemID,WordID,Word,WordDef,SentenceID,Sentence,SentenceDef,UnitID
38,1792176,7494052,普通,【名词】一般，普通,1133061,中国では握手するのが[普通]なんですか。,在中国，握手是很普通的吗？,4
39,1792177,7437685,次,【名词】下回,1133062,[次]は握手するのを忘れないでくださいね。,下次不要忘记握手了哦！,4
40,1792178,7437646,スーパー,【名词】超市,1133063,[スーパー]でバイトをします。,在超市打工。,5
41,1792179,7437682,料金,【名词】费用,1133064,[料金]が半額ですか。,费用是半价吗？,5
42,1792180,7430644,会費,【名词】会费,1133065,送別会の[会費]は百元です。,送行会的会费是一百元。,5
43,1792181,7432151,バーゲン,【名词】降价出售,1134484,昨日[バーゲン]に行きました。,昨天去了减价卖场。,5
44,1792182,7431492,クレジットカード,【名词】信用卡,1133067,[クレジットカード]を利用します。,用信用卡。,5
45,1792183,7494053,色鉛筆,【名词】彩色铅笔,1133068,[色鉛筆]でスケッチをします。,用彩色铅笔写生。,5
46,1792184,7428346,豊作,【名词】丰收,1093057,ここは最近十年間ずっと[豊作]ですよ。,这地方最近十年一直都是大丰收。,5
47,1792185,7494054,仲,【名词】关系，友情，友谊,1133069,二人の[仲]がいいです。,两个人关系很好呢！,5
48,1792186,7494055,忘れ物,【名词】忘记的东西，遗忘的物品,1134485,[忘れ物]をしないでください。,不要忘东西。,5
49,1792187,7494056,防ぐ,【他动词・五段/一类】防御，防备，防守,1995487,風雨を[防ぐ]ものは何もなかった。 ,没有什么能挡住风雨的。,5
50,2236183,7521132,優勝,【名・自动词・サ变/三类】优胜,1160327,カラオケ大会で[優勝]した。,在卡拉ＯＫ比赛中获得了优胜。,6
51,1792188,7494057,回る,【自动词・五段/一类】走访；转；绕弯,1134486,これから４社ぐらい[回り]ます。,接下来要走访大约四家公司。,6
52,1792189,7494058,走る,【自动词・五段/一类】跑，奔跑,10007617,朝早く[走る]のは気持ちがいいです。,早上起来跑步感觉很舒服。,6
53,1792190,7437669,吹く,【自他・五段/一类】吹,1133074,風が[吹く]。,风吹。,6
54,1792191,7494059,挙げる,【他动词・一段/二类】举，举起,1096816,発言する前に手を[挙げる]のが普通です。,一般在发言之前要举手。,6
55,1792192,7558332,足りる,【自动词・一段/二类】足以,1184964,信頼するに[足りる]。,足以信赖。,6
56,1792194,7494062,発言,【名・他动词・サ变/三类】发言,1134488,彼の[発言]に賛成しました。,赞同他的发言。,6
57,1792197,7494064,合格,【自动词・サ变/三类】及格，合格,1134489,先輩は留学試験に[合格]しました。,前辈通过了留学考试。,6
58,1792198,7437657,約束,【名・他动词・サ变/三类】约定,1102939,[約束]を守る。,遵守约定。,6
59,2237032,7504626,ほとんど,【名词・副词】险些，差一点就,1145921,[ほとんど]死ぬところだった。,险些送了性命。,7
60,1792199,7452474,もしかしたら,【副词】也许,1134491,[もしかしたら]、今日は来ないかもしれません。,也许今天不会来了吧。,7
61,1792200,7494065,つい,【副词】不知不觉地，无意中,1133082,[つい]握手するのを忘れます。,无意中就忘记握手了。,7
62,1792201,7494066,すぐに,【副词】就要，立刻，马上,1134492,[すぐに]流行になります。,马上就流行了。,7
63,1792203,7432071,それで,【接续词】因此,1096660,今日からデパートは新春セールです。[それで]、朝からお客さんがたくさんいました。,从今天开始百货公司开始新春特卖。因此从早上开始就有很多客人。,7
64,1792204,7437810,経済,【名词】经济,1134495,日本の[経済]について勉強しました。,学习了有关日本经济的内容。,7
65,1792205,7452501,国際関係学,【名词】国际关系学,1133087,[国際関係学]を専攻にします。,选择国际关系学专业。,7
66,1792206,7494068,大勢,【名词】许多，众多,1133088,[大勢]の人が集まっているのを見ました。,看到很多人聚在一起。,7
67,1792207,7428195,高校,【名词】高中,1134496,[高校]三年間はバスで登校しました。,高中三年都是坐公交车去学校的。,7
68,1792208,7431291,日記,【名词】日记,1133090,[日記]を書く習慣がありません。,没有写日记的习惯。,7
69,1792209,7437818,教師,【名词】教师,1134497,アルバイトで家庭[教師]をしています。,业余当家教。,8
70,1792210,7437789,お年寄り,【名词】老年人,1134498,[お年寄り]が多かったでしょう。,有很多老年人吧。,8
71,1792211,7456458,体操,【名词】体操,10007618,中国の[体操]選手がオリンピックで優勝した。,中国体操选手在奥运会上夺冠。,8
72,1792212,7437768,社交ダンス,【名词】交际舞,1133094,[社交ダンス]をしている人もいるでしょう。,也有跳交际舞的人吧！,8
73,1792213,7431339,卓球,【名词】乒乓球,1134500,子供たちがよく[卓球]をしています。,孩子们经常打乒乓。,8
74,1792214,7431265,バスケットボール,【名词】篮球,1134501,[バスケットボール]が大好きです。,很喜欢打篮球。,8
75,1792215,7494069,スポーツセンター,【名词】体育中心,1133097,ここから３００メートルほど行くと、[スポーツセンター]があります。,这里往前走三百米左右有一个体育中心。,8
76,1792216,7494070,入園料,【名词】门票，入园费,1134502,お年寄りも[入園料]を払いますか。,老年人也要付入园费吗？,8
77,1792217,7431001,有料,【名词】收费,1133099,[有料]の公園が多いですね。,有很多收费公园呢！,8
78,1792218,7494071,賞,【名词】奖,1134503,新人[賞]をもらいました。,获了新人奖。,8
79,1792219,7432492,曲,【名词】乐曲，歌曲,1133101,どんな[曲]が好きですか。,你喜欢什么样的歌呢？,9
80,1792220,7494072,詩,【名词】诗歌,1134504,この[詩]を味わうには、細かい心が必要です。,品味这首诗需要一颗纤细的心。,9
81,1792221,7437783,信号,【名词】信号，红绿灯,1134505,事故が多い交差点に[信号]をつけます。,在事故多发的十字路口处设红绿灯。,9
82,1792222,7452496,はさみ,【名词】剪刀,1134506,[はさみ]はどこですか。,剪刀在哪里？,9
83,1792223,7494073,部品,【名词】零部件,1134507,あれは自動車の[部品]工場です。,那个是汽车零件制造厂。,9
84,1792224,7517451,アルバイト,【名・自动词・サ变/三类】勤工俭学、打工,10007619,葉子さんは[アルバイト]をしながら学校に通っているんです。,叶子一边打工一边上学。,9
85,1792225,7494075,スピーチ,【名词】演说，演讲,1133107,李さんは結婚式で[スピーチ]をしました。,李先生在婚礼上作了讲话。,9
86,1792226,7437815,グラフ,【名词】图表,1134509,[グラフ]で表すと、結果は分かりやすいです。,用图表来表示的话，结果就简明易懂。,9
87,1792227,7494076,企画,【名词】策划，计划,1134510,まだ[企画]案が届いていないそうです。,据说企划书还没有送到。,9
88,1792228,7432317,説明,【名・他动词・サ变/三类】说明,1134511,彼の[説明]が分かりやすいです。,他的解释很容易懂。,9
89,1792229,7431141,ご飯,【名词】饭,1133111,朝[ご飯]は毎日きちんと食べますか。,每天都有好好吃早饭吗？,10
90,1792230,7454671,砂糖,【名词】砂糖,1134512,[砂糖]が水に溶けます。,砂糖溶于水中。,10
91,1792231,7431402,海外旅行,【名词】海外旅行,1134513,フェリーで[海外旅行]へ行きましょう。,乘渡轮去海外旅行吧！,10
92,1792232,7437808,こと,【名词】事情,1133114,これから４社ぐらい回る[こと]ができます。,一会儿可以走访大约四家公司。,10
93,1792233,7494078,おじいさん,【代词】爷爷；老大爷,1133115,[おじいさん]からもらった腕時計が壊れてしまいました。,祖父送的手表坏了。,10
94,1792234,7484862,おばあさん,【名词】（尊称）奶奶、外婆；（对老年妇女亲切的称呼）老奶奶,1125370,[おばあさん]はお元気ですか。,您奶奶身体好吗？,10
95,1792235,7437826,姉,【代词】姐姐,1134514,[姉]は試験に落ちました。,姐姐没考上。,10
96,1792236,7437821,通う,【自动词・五段/一类】上下学，上下班,1133118,工場へ[通う]道,到工厂上下班的路,10
97,1792237,7494080,集まる,【自动词・五段/一类】聚，集合,1134515,人がたくさん[集まり]ます。,聚集许多人。,10
98,1792238,7426319,踊る,【自动词・五段/一类】跳舞,1152803,昨晩はずっと[踊って]いました。,昨晚一直在跳舞。,10
99,1792239,7437739,要る,【自动词・五段/一类】要,1134516,旅行するのでお金が[要り]ます。,因为要去旅行，所以需要钱。,11
100,1792240,7494081,困る,【自动词・五段/一类】为难，难办,975035,それは[困り]ますね。,这很让人为难啊。,11
101,1792241,7494082,叩く,【他动词・五段/一类】拍，敲，打,1133123,戸を軽く[叩き]ます。,轻轻敲门。,11
102,1792242,7494083,入れる,【他动词・一段/二类】放入，放进,1134518,財布をかばんの中に[入れ]ます。,把钱包放进包里。,11
103,1792243,7431111,看病,【名・他动词・サ变/三类】护理,1133125,彼女は父を[看病]しました。,她照看生病的父亲。,11
104,1792244,7494084,喧嘩,【名・自动词・サ变/三类】吵架，打架,1133126,[喧嘩]をするのは、２人とも悪いです。,打架两个人都是不对的。,11
105,1792245,7456634,利用,【名・他动词・サ变/三类】利用，使用。,1133127,毎日[利用]する人に割引があります。,对于每天都使用的人会有折扣。,11
106,1792246,7494085,相談,【名・他动词・サ变/三类】商谈,1133128,困ったら、どうぞ遠慮せずに[相談]してください。,如果有什么困难，不要见外，（跟我）商量。,11
107,1792247,7494086,ほかに,【副词】另外,1134520,[ほかに]、踊りながら歌を歌っている人もいました。,另外，还有边跳舞边唱歌的人。,11
108,1792248,10182347,しばらく,【副词】许久、好久、片刻,10130241,この状態が[しばらく]持続するでしょう。,这种状态还会继续下去吧。,11
109,1792249,7437889,マフラー,【名词】围巾,1134522,すてきな[マフラー]ですね。,漂亮的围巾。,12
110,1792250,7430785,ネックレス,【名词】项链,1134523,[ネックレス]をつけます。,佩戴项链。,12
111,1792251,7430617,家具,【名词】家具,1097083,注文した[家具]を届ける。,送去预定的家具。,12
112,1792252,7432168,文章,【名词】文章,1134524,この[文章]の意味が分からないんです。,不明白这篇文章的意思。,12
113,1792253,7494088,意味,【名词】意思,1134525,この単語の[意味]が分かりますか。,你知道这个单词的意思吗？,12
114,1792254,7494089,発音,【名词】发音,1133136,彼の[発音]はきれいです。,他发音很好。,12
115,1792255,7494090,不動産屋,【名词】房产公司,1133137,陳さんに[不動産屋]さんを紹介してもらいました。,小陈给我介绍了房地产公司。,12
116,1792256,7494091,飲食店,【名词】饮食店,1133138,[飲食店]で食事をします。,在饭店吃饭。,12
117,1792257,7431916,大使館,【名词】大使馆,1134527,[大使館]から電話があります。,大使馆打来电话。,12
118,1792258,7494092,新居,【名词】新居,1134528,[新居]が駅の辺りだから、とても便利です。,新家在车站附近，所以很方便。,12
119,2237030,7458743,支社長,【名词】分公司经理,1134530,[支社長]、引っ越し先が決まりました。,分公司经理，新搬的地点定了。,13
120,1792259,7494093,引っ越し,【名词】搬家,1137901,森さんは明日[引っ越し]ですね。,小森明天搬家呢！,13
121,1792260,7494094,近所,【名词】附近,1134529,今度、[近所]を案内してあげますよ。,下次陪你参观一下附近。,13
122,1792261,7430755,孫,【名词】孙子，孙女,1133142,[孫]から新聞を読んでもらいます。,孙子念报纸给（长辈）听。,13
123,1792262,7494095,係,【名词】工作人员，主管人员,1133143,会計の[係]をする。,担任会计工作。,13
124,1792264,7428049,就職,【名・自动词・サ变/三类】就业,1133145,[就職]活動に頑張ります。,努力找工作。,13
125,1792265,7430796,インターネット,【名词】【英】Internet；互联网,1095649,[インターネット]で、たくさんの本を買います。,在网上买很多书。,13
126,1792266,7495692,拾う,【他动词・五段/一类】捡，拾,10007808,ゴミを[拾い]ます。,捡垃圾。,13
127,1792267,7494097,訳す,【他动词・五段/一类】翻译,1177819,日本語を中国語に[訳す]。,把日语翻译成中文。,13
128,1792268,7494098,くれる,【他动词・一段/二类】给,1134532,森さんはお弁当を[くれ]ました。,森先生给了我便当。,13
129,1792269,7494099,届ける,【他动词・一段/二类】送到，送去,1133149,家まで注文品をすぐ[届け]ます。,将订购物品马上送到家里。,14
130,1792270,7455677,案内,【名・他动词・サ变/三类】引导，导游，陪同游览；指南；邀请，通知，介绍,1097093,公園の中を[案内]する。,陪同游览公园。,14
131,1792271,7494101,交換,【名・他动词・サ变/三类】换，交换,1133151,名刺を[交換]します。,交换名片。,14
132,1792272,7431955,紹介,【名・他动词・サ变/三类】介绍,1133152,陳さんに不動産屋さんを[紹介]してもらいました。,小陈给我介绍了房地产公司。,14
133,1792273,7494102,素敵,【形容动词/ナ形容词】漂亮，极好,1133153,本当に[素敵]ですよね。,真是极好呀。,14
134,1792274,7494103,得意,【形容动词/ナ形容词】擅长,1134535,英語が[得意]です。,擅长英语。,14
135,1792275,7437885,新鮮,【形容动词/ナ形容词】新鲜,1134536,[新鮮]な材料で料理を作ります。,用新鲜食材做菜。,14
136,1792276,7494104,うまく,【副词】高明地，很好地,1133156,なかなか[うまく]できないんです。,总是不顺利。,14
137,1792277,7456805,それに,【接续词】而且；尽管那样，可是,10007620,熱があるし、[それに]咳も出る。,不仅发烧而且咳嗽。,14
138,1792278,7494105,質問,【名・自动词・サ变/三类】提问，问题,1133158,次の文章を読んで、[質問]に答えなさい。,读下文，回答问题。,14
139,1792279,7494106,場合,【名词】场合，情况,1134537,この[場合]は、欠席届を出してください。,这种情况下，要交请假单。,15
140,1792280,7494107,迷惑,【名词】麻烦,1133160,みんなに[迷惑]をかけました。,给大家添麻烦了。,15
141,1792281,7494108,藤,【名词】紫藤,1133161,[藤]は紫色のお花です。,紫藤是一种紫色的花。,15
142,1792282,7494109,カササギ,【名词】喜鹊,1133162,[カササギ]は鳥の一種です。,喜鹊是一种鸟。,15
143,1792283,7430927,鳥,【名词】鸟,1134538,陳さんは飼っていた[鳥]に逃げられました。,小陈养的一只鸟逃走了。,15
144,1792284,7494110,マーク,【名词】符号,1134539,この[マーク]は「タバコを吸うな」という意味です。,这个标志是“禁止吸烟”的意思。,15
145,1792285,7494111,標識,【名词】标记,1133165,赤い[標識]をつけた飛行機に乗りました。,乘坐了涂有红色标志的飞机。,15
146,1792286,7437929,横断禁止,【名词】禁止横穿,1134540,[横断禁止]というのは道を渡ってはいけないという意味です。,“横断禁止”就是禁止横穿马路的意思。,15
147,1792287,7432526,スピード,【名词】速度,1134541,[スピード]を落とします。,减速。,15
148,1792288,7432388,免許証,【名词】许可证，执照,1134542,車を買っても、[免許証]がなかったら、運転できません。,即使买了车，如果没有驾照的话，还是不能开车的。,15
149,1792289,7431824,企画書,【名词】计划书,1133167,[企画書]を提出します。,交企划书。,16
150,1792290,7494112,野球場,【名词】棒球场,1134543,[野球場]で好きなチームを応援します。,在棒球场给喜欢的队伍加油。,16
151,1792291,7494113,テーブル,【名词】桌子,1134544,[テーブル]の上に花があります。,桌子上有花。,16
152,1792292,7431666,テレビ講座,【名词】电视讲座,1134545,[テレビ講座]で英語を勉強しています。,跟着电视讲座学英语。,16
153,1792293,7432224,漢字,【名词】汉字,919441,日本語には[漢字]と仮名があります。,日语中有汉字和假名。,16
154,1792294,7431969,戦争,【名词】战争,1133172,[戦争]に反対します。,反对战争。,16
155,1792295,7432415,警官,【名词】警察,1134546,空港の入り口に[警官]が立っています。,在机场的入口处站着警官。,16
156,1792296,7494114,年上,【名词】年长者,10121561,自分より[年上]の人に「歌いなさい。」と言うのは失礼ですよ。,对比自己年长的人说“给我唱。”是不礼貌的。,16
157,1792297,7437937,止まる,【自动词・五段/一类】停，停住,1134548,車が駐車場に[止まる]。,把车停在停车场。,16
158,1792298,6299096,変わる,【自动词・五段/一类】改变地点，迁居，迁移。（場所、住所などが移る。移転する）。,870935,住所が[変わった]のでお知らせします。,因为迁居特此通知。,16
159,1987289,7497209,謝る,【自动词・五段/一类】道歉，认错,1135788,相手に[謝り]ます。,向对方赔罪。,17
160,2258456,8859147,破る,【他动词・五段/一类】破坏。违反。打破。,1975655,法律を[破る]。,违反法律。犯法。,17
161,2259167,10191956,守る,【他动词・五段/一类】守卫，保卫，防守，保护。,10183257,お客様の安全を[守る]保安要員でもあるからだ。,因为你们是保障乘客人员人身安全的重要安保人员。,17
162,1792299,10197509,頑張る,【自动词・五段/一类】加油、努力、顽强拼搏,10144546,まあ、やるからにはそういうところを目指して[頑張り]たいな。,怎么说呢，既然要做，还是希望以那种地方为目标来努力。,17
163,1792301,7494117,サボる,【他动词・五段/一类】逃学，怠工,1133179,仕事を[サボり]ます。,上班偷懒。,17
164,1792303,7494119,引く,【自他・五段/一类】拉，抽,1133181,車を[引き]ます。,拉车。,17
165,1792305,7430929,答える,【自动词・一段/二类】回答,775646,質問に[答える]。,回答提问。,17
166,1792306,7494122,逃げる,【自动词・一段/二类】逃跑,1134553,犯人が[逃げ]ます。,犯人潜逃。,17
167,1792307,7494123,助ける,【他动词・一段/二类】救助，帮助,1133185,大いに[助け]ます。,大有帮助。,17
168,1792308,7494124,付ける,【他动词・一段/二类】添加，附加,1133186,点数を[付け]ます。,评分。,17
169,2231003,7485423,輸出,【名・他动词・サ变/三类】输出，出口,1134952,コンピューターを[輸出]します。,出口电子计算机。,18
170,2259168,7494127,遠慮,【名・他动词・サ变/三类】客气,1157066,[遠慮]なくいただきます。,那我就不客气开始吃了。,18
171,1792309,7494125,覚える,【他动词・一段/二类】记住，掌握,1133187,単語を[覚え]ます。,背单词。,18
172,1792312,7494128,シュート,【名・他动词・サ变/三类】（足球）射门，投篮,1134556,ボールを[シュート]します。,运球射门。,18
173,1792313,7494129,注意,【名・自动词・サ变/三类】注意,1134557,十分[注意]してください。,请多加小心。,18
174,1792314,7494130,親しい,【形容词/イ形容词】熟悉，亲切，亲密,1133192,これは[親しい]人に使うんですね。,这是对亲密的人使用的。,18
175,1792315,7494131,乱暴,【名・形容动词/ナ形容词・自动词・サ变/三类】粗暴,1101912,[乱暴]な言葉づかいをやめてください。,请不要说话那么粗鲁。,18
176,1792316,7494132,失礼,【名・形容动词/ナ形容词・自动词・サ变/三类】不礼貌,1134559,[失礼]な人,没礼貌的人,18
177,1792317,7448915,同じ,【形容动词/ナ形容词】一样，相同,1133194,名前が[同じ]ですね。,是同名的呢！,18
178,1792318,7494133,危険,【形容动词/ナ形容词】危险,1134560,[危険]な時,危险时刻,18
179,1792319,7494134,そんな,【连体词】那样的,1133196,[そんな]はずはありません。,那不可能。,19
180,1792320,7494135,丁寧に,【副词】恭敬地；细心地,1134561,[丁寧に]言う暇がありません。,没空恭敬地说话。,19
181,1792321,7431946,宅配便,【名词】送货上门服务,1134562,荷物が重いので、[宅配便]で送ります。,因为行李很重，所以让送货上门。,19
182,1792322,7431640,報告書,【名词】报告书,1134563,部長は[報告書]を読んでいます。,部长正在看报告。,19
183,1792323,7494136,梅雨,【名词】梅雨,1133200,いよいよ[梅雨]に入ります。,马上就要进入梅雨季节了。,19
184,1792324,7494137,秋,【名词】秋天，秋季,1134564,[秋]の山も美しいですよ。,秋天的山峦也很美哦。,19
185,1792325,10184633,ピクニック,【名词】【英】picnic；郊游野餐,10133782,みんなで[ピクニック]に行こうと思っています。,想大家一起去郊游。,19
186,1792326,7430677,行楽地,【名词】景点，浏览地,1133203,どの[行楽地]も人でいっぱいです。,无论哪个景点都有很多人。,19
187,1792327,7494139,ピザ,【名词】比萨饼,1134565,[ピザ]を作ります。,做披萨。,19
188,1792328,7430530,終電,【名词】末班电车,1133205,もう[終電]の時間です。,已经是末班电车的时间了。,19
189,1983729,7497744,開く,【自他・五段/一类】（合拢、闭合的东西）打开；开门营业；打开（合拢、闭合的东西）；举办（会议）,1136408,本が[開き]ます。,书打开了。,20
190,1792329,7494140,待合室,【名词】候诊室，等候室,1096666,病院の[待合室]は患者でいっぱいです。,医院的候诊室里挤满了病人。,20
191,1792330,7431464,患者,【名词】病人，患者,1133206,病院に[患者]さんがいっぱいいます。,医院有很多病人。,20
192,1792331,7431683,灰皿,【名词】烟灰缸,1133207,彼は[灰皿]を持っています。,他拿着烟灰缸。,20
193,1792332,7437593,吸殻,【名词】烟头,10007623,灰皿がタバコの[吸殻]でいっぱいです。,烟灰缸里都是烟头。,20
194,1792333,7430960,歯,【名词】牙齿,1133209,[歯]が生える。,长牙。,20
195,1792334,7452483,彼,【代词】他,1125892,[彼]は僕の弟です。,他是我弟弟。,20
196,1792335,7494142,揃う,【自动词・五段/一类】到齐，齐全,1134566,今日中に資料が[揃い]ます。,今天备齐所有资料。,20
197,1792336,7494143,寄る,【自动词・五段/一类】顺便去；靠近,1093955,帰りに君のところにも[寄る]つもりです。,回去时打算顺便去你那里看看。,20
198,1792338,7494145,引っ越す,【自动词・五段/一类】搬迁,10007621,家を田舎へ[引っ越し]ます。,搬到乡下去住。,20
199,1792339,7428070,迎える,【他动词・一段/二类】迎接,1133214,20周年を[迎え]ます。,迎来二十周年。,21
200,1792340,7494146,壊れる,【自动词・一段/二类】出故障，坏,1133215,力を入れすぎると、[壊れ]ますよ。,太用力，会坏哦。,21
201,1792341,7494147,間違える,【他动词・一段/二类】搞错,1133216,日付を[間違え]ます。,搞错日期。,21
202,1792342,7494148,出発,【名・自动词・サ变/三类】出发,1134569,そろそろ[出発]しましょうか。,马上出发吧！,21
203,1792343,7437605,転職,【名・自动词・サ变/三类】换工作,1096659,会社を辞めて、教師に[転職]しようと思っています。,想辞职，改行做老师。,21
204,1792344,7496192,パンク,【名・自动词・サ变/三类】轮胎爆裂，撑破,1134570,タイヤが[パンク]します。,爆胎。,21
205,1792345,7494150,寂しい,【形容词/イ形容词】寂寞,1133220,ひとりで[寂しい]です。,一个人很寂寞。,21
206,1792346,7494151,楽しみ,【形容动词/ナ形容词】愉快，期待,1133221,私は花が好きなので、[楽しみ]です。,因为我很喜欢花，所以很期待。,21
207,1792347,7449013,特別,【形容动词/ナ形容词】特别,1133222,彼は[特別]なゲストとしてきました。,他作为特邀嘉宾来了。,21
208,1792348,7430664,それでは,【接续词】那么,1133223,[それでは]、また明日。,那样，明天见。,21
209,1792349,7494152,ボタン,【名词】按钮；纽扣,1134571,この[ボタン]を押すと、電源が入ります。,按这个按钮，就通电了。,22
210,1792350,7430560,ブローチ,【名词】胸针,1133225,[ブローチ]を胸につけます。,把胸针别在胸前。,22
211,1792352,7447209,カーテン,【名词】窗帘，帘子,1101561,窓には[カーテン]がかけてあります。,窗户上挂着窗帘。,22
212,1792353,7494153,コンクリート,【名词】混凝土，水泥,1133227,その公園には[コンクリート]でできた卓球台があるんです。,在这个公园有用混凝土做的乒乓桌。,22
213,1792354,7494154,プラスチック,【名词】塑胶，塑料,1133228,[プラスチック]で星を作ります。,用塑料做星星。,22
214,1792355,7494155,翡翠,【名词】翡翠,10007625,この[翡翠]はきれいですね。,这块翡翠很漂亮呢！,22
215,1792356,7494156,サービスセンター,【名词】维修服务中心,1133230,[サービスセンター]に電話します。,打电话给服务中心。,22
216,1792357,7432212,会員,【名词】会员,1133231,[会員]じゃないと８時以降は利用することができないんです。,不是会员的话，晚上八点之后不能使用。,22
217,1792358,7494157,特典,【名词】优惠,1137887,会員になると、何か[特典]があるんですか。,成为会员的话，有什么优惠吗？,22
218,1792359,7456206,お手洗い,【名词】洗手间，厕所,1134572,[お手洗い]に行きたいです。,想去洗手间。,22
219,1792360,7485001,階段,【名词】楼梯，台阶,1125531,[階段]を登りました。,爬楼梯。,23
220,1792361,7437725,以降,【名词】以后,1133235,８時[以降]は利用することができません。,晚上八点之后不能使用。,23
221,1792362,7458515,そば,【名词】旁边,1133236,たまに公園の[そば]を通ることがあるんです。,偶尔从公园旁经过。,23
222,1792363,7494158,卓球台,【名词】乒乓球桌,1133237,その公園にはコンクリートでできた[卓球台]があるんです。,在这个公园有用混凝土做的乒乓桌。,23
223,1792364,7431092,サイズ,【名词】大小，尺寸,1092530,あなたの帽子の[サイズ]はどれくらいですか。,你戴多大尺码的帽子?,23
224,1792365,7494159,白鳥,【名词】天鹅,10007626,[白鳥]を見たことがありますか。,看到过天鹅吗？,23
